"Mass"	"Uniprot"	"ProteinNames"	"Symbol"	"Intensity.AROM_Rep1"	"Intensity.AROM_Rep2"	"Intensity.AROM_Rep3"	"Mean_arom"	"Median_arom"	"logFC"	"Pvalue_limma"
1592.8596	"A2ADY9"	"Protein DDI1 homolog 2"	"Ddi2"	2707000	3339400	6652600	4233000	3339400	2.25368203505464	0.03255358132484
1719.8502	"Q64105"	"Sepiapterin reductase"	"Spr"	10193000	7281000	19560000	12344666.6666667	10193000	3.14976890945649	0.00354036753414261
1352.5667	"Q8VDJ3"	"Vigilin"	"Hdlbp"	4201700	2693400	4388500	3761200	4201700	1.71783656679445	0.107251476792115
1362.5584	"Q6P069"	"Sorcin"	"Sri"	6625900	6424900	8270900	7107233.33333333	6625900	2.93991622428354	0.00606080710840731
1204.5659	"P42125"	"Enoyl-CoA delta isomerase 1, mitochondrial"	"Eci1"	8225600	10945000	26986000	15385533.3333333	10945000	3.08861593333965	0.00505727611156172
1193.5102	"Q9WU78"	"Programmed cell death 6-interacting protein"	"Pdcd6ip"	0	5253100	8308800	4520633.33333333	5253100	1.71906162548889	0.125704344306135
1252.4956	"Q61147"	"Ceruloplasmin"	"Cp"	11990000	24950000	13931000	16957000	13931000	2.69811402931795	0.0107935542355572
1228.4666	"P83887"	"Tubulin gamma-1 chain"	"Tubg1"	0	916950	1564900	827283.333333333	916950	1.71444241550735	0.101055356929748
1505.6311	"Q9R0M6"	"Ras-related protein Rab-9A"	"Rab9a"	3190300	1864600	2965300	2673400	2965300	1.73271086892686	0.0972559745350612
1588.6576	"Q8BTM8"	"Filamin-A"	"Flna"	0	3857100	6479000	3445366.66666667	3857100	2.26412570873316	0.0358378030099604
1449.7324	"P01027"	"Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2"	"C3"	25966000	38534000	25857000	30119000	25966000	2.71988259045823	0.0134331042267845
1618.7509	"Q99NB1"	"Acetyl-coenzyme A synthetase 2-like, mitochondrial"	"Acss1"	4360500	2987300	4779900	4042566.66666667	4360500	1.88501318538891	0.0733759058344211
1075.4968	"P20152"	"Vimentin"	"Vim"	122120000	61476000	136420000	106672000	122120000	3.23300935276004	0.00352178013766893
1336.6008	"O55029"	"Coatomer subunit beta"	"Copb2"	7104900	8402700	12665000	9390866.66666667	8402700	2.78805488005081	0.0123375855816575
1139.5095	"P09055"	"Integrin beta-1"	"Itgb1"	3079700	3597700	3849500	3508966.66666667	3597700	1.64561285399425	0.110566392473242
1011.4985	"Q60597"	"2-oxoglutarate dehydrogenase, mitochondrial"	"Ogdh"	9768100	4101800	23173000	12347633.3333333	9768100	2.14792884175486	0.0502232227005881
2207.115	"Q99LC5"	"Electron transfer flavoprotein subunit alpha, mitochondrial"	"Etfa"	44592000	20512000	41314000	35472666.6666667	41314000	1.96991884976475	0.0640648221365232
1512.7361	"Q60715"	"Prolyl 4-hydroxylase subunit alpha-1"	"P4ha1"	3035500	4132000	7626900	4931466.66666667	4132000	1.96963397162969	0.0602270662372101
1786.8043	"P18242"	"Cathepsin D"	"Ctsd"	225840000	93646000	130770000	150085333.333333	130770000	4.23053181207717	0.000218487387978224
1474.7456	"P51150"	"Ras-related protein Rab-7a"	"Rab7a"	24501000	14113000	22986000	20533333.3333333	22986000	2.18617669638337	0.0383663227839065
1479.667	"Q9D164"	"FXYD domain-containing ion transport regulator 6"	"Fxyd6"	3616600	5512800	5792800	4974066.66666667	5512800	2.15015928528848	0.0415925888932106
1131.5349	"Q9QZ82"	"Cholesterol side-chain cleavage enzyme, mitochondrial"	"Cyp11a1"	93693000	28194000	99240000	73709000	93693000	3.71260897064956	0.000841434038247719
2543.3464	"Q61263"	"Sterol O-acyltransferase 1"	"Soat1"	0	2081300	4842900	2308066.66666667	2081300	2.25570050490787	0.0386573366843924
876.37259	"Q9CQM5"	"Thioredoxin domain-containing protein 17"	"Txndc17"	10909000	5351800	10027000	8762600	10027000	2.12352407096109	0.0491222845759693
871.43995	"P16546"	"Spectrin alpha chain, non-erythrocytic 1"	"Sptan1"	4939600	2315200	262980000	90078266.6666667	4939600	4.40253126571541	0.000702921755949365
1527.8409	"P26039"	"Talin-1;Talin-2"	"Tln1;Tln2"	5178800	3437100	4661800	4425900	4661800	2.1648042473038	0.0380947670566308
2878.4569	"P49182"	"Heparin cofactor 2"	"Serpind1"	0	10097000	1264200	3787066.66666667	1264200	1.60946521461009	0.13882965636257
902.46439	"P31428"	"Dipeptidase 1"	"Dpep1"	11466000	15148000	17859000	14824333.3333333	15148000	3.79404885121327	0.000528963906393183
2578.4582	"P19324"	"Serpin H1"	"Serpinh1"	26939000	23693000	26051000	25561000	26051000	3.66056325347432	0.000801875537925793
1332.5728	"Q61768"	"Kinesin-1 heavy chain"	"Kif5b"	4235200	2729500	3359000	3441233.33333333	3359000	1.97219789369217	0.0586734598520118
1920.9581	"P56480"	"ATP synthase subunit beta, mitochondrial"	"Atp5b"	217890000	49122000	121230000	129414000	121230000	1.63815246237269	0.147676255250513
2786.3327	"Q62159"	"Rho-related GTP-binding protein RhoC"	"Rhoc"	0	5574100	4505100	3359733.33333333	4505100	1.75616380589873	0.0990733459806904
1543.6791	"Q60605"	"Myosin light polypeptide 6"	"Myl6"	97697000	78462000	103620000	93259666.6666667	97697000	2.14427779167745	0.0404075149953996
1443.7569	"P14733"	"Lamin-B1"	"Lmnb1"	21103000	17232000	19914000	19416333.3333333	19914000	1.73575011921359	0.0961867787242557
2958.4083	"Q99LR1"	"Monoacylglycerol lipase ABHD12"	"Abhd12"	21765000	4357200	0	8707400	4357200	2.00415234915352	0.0718707238281281
1202.5891	"Q62261"	"Spectrin beta chain, non-erythrocytic 1"	"Sptbn1"	9392900	1266600	15293000	8650833.33333333	9392900	1.61194805472104	0.137738516878402
1846.8909	"P54071"	"Isocitrate dehydrogenase [NADP], mitochondrial"	"Idh2"	0	3817100	4555800	2790966.66666667	3817100	1.9928216731331	0.0595670234977098
1033.508	"P55096"	"ATP-binding cassette sub-family D member 3"	"Abcd3"	8441900	7075000	8236800	7917900	8236800	1.78054646113476	0.0881061873791607
861.3617	"P26041"	"Moesin"	"Msn"	0	6880300	8352500	5077600	6880300	2.74858779307968	0.0113315666539778
1149.5336	"Q91VI7"	"Ribonuclease inhibitor"	"Rnh1"	20703000	16124000	26010000	20945666.6666667	20703000	3.27668658026075	0.00290380362649125
877.46577	"Q921I1"	"Serotransferrin"	"Tf"	192930000	422080000	482650000	365886666.666667	422080000	2.41138971511688	0.0215551041105646
1141.5364	"Q7TMK9"	"Heterogeneous nuclear ribonucleoprotein Q"	"Syncrip"	10462000	1630300	10734000	7608766.66666667	10462000	1.8026064990595	0.108662452482522
946.43559	"O55131"	"Septin-7"	"Sept7"	8279300	4244200	9590400	7371300	8279300	1.78486124086317	0.0974192785529478
1019.452	"P38647"	"Stress-70 protein, mitochondrial"	"Hspa9"	29229000	5763800	25753000	20248600	25753000	1.57092837954597	0.150757344708592
1197.6176	"Q9CVB6"	"Actin-related protein 2/3 complex subunit 2"	"Arpc2"	14413000	21583000	37081000	24359000	21583000	2.65859843150493	0.0128217334997375
2305.1802	"A6H584"	"Collagen alpha-5(VI) chain"	"Col6a5"	0	39586000	30784000	23456666.6666667	30784000	4.21906681883062	0.000462576309950723
930.50221	"Q9Z1Z0"	"General vesicular transport factor p115"	"Uso1"	5327400	4900100	7212500	5813333.33333333	5327400	2.13099191164447	0.0424402623772884
1485.6783	"P16045"	"Galectin-1"	"Lgals1"	243830000	163120000	83524000	163491333.333333	163120000	1.75734808819417	0.0908350259054914
1919.9047	"P26443"	"Glutamate dehydrogenase 1, mitochondrial"	"Glud1"	19224000	18267000	5319000	14270000	18267000	1.59253140256626	0.12775845533112
1943.9153	"Q9ESB3"	"Histidine-rich glycoprotein"	"Hrg"	978600	12507000	11078000	8187866.66666667	11078000	2.17355396728055	0.0469624286618143
991.46445	"Q9CXI5"	"Mesencephalic astrocyte-derived neurotrophic factor"	"Manf"	7651700	2086400	12984000	7574033.33333333	7651700	2.09839799222285	0.0591639435636472
1062.5193	"E9Q5C9"	""	"Nolc1"	4222600	3156200	4158500	3845766.66666667	4158500	1.71747051235793	0.10215272554085
1398.7718	"O35344"	"Importin subunit alpha-4"	"Kpna3"	8308300	3580700	6377700	6088900	6377700	1.72505474916542	0.120059921028741
1077.519	"O08638"	"Myosin-11"	"Myh11"	9884200	16364000	14931000	13726400	14931000	2.02495349954932	0.0533931883596626
1898.8494	"Q64010"	"Adapter molecule crk"	"Crk"	4226800	3395700	5074500	4232333.33333333	4226800	1.60078212783876	0.12573379645739
1366.7133	"P01029"	"Complement C4-B;Complement C4 beta chain;Complement C4 alpha chain;C4a anaphylatoxin;Complement C4 gamma chain"	"C4b"	0	5704200	5756200	3820133.33333333	5704200	2.25889628074678	0.0323196192659056
1533.7232	"P01837"	"Ig kappa chain C region"	""	186070000	173020000	29324000	129471333.333333	173020000	2.99227199608579	0.00637010897257567
1199.5782	"Q8VCM7"	"Fibrinogen gamma chain"	"Fgg"	18733000	10408000	16997000	15379333.3333333	16997000	2.91122123058463	0.00877032235048647
1307.651	"P58252"	"Elongation factor 2"	"Eef2"	39847000	35659000	7410300	27638766.6666667	35659000	1.55600981792542	0.18489402892575
1041.5243	"Q61147"	"Ceruloplasmin"	"Cp"	13293000	6297200	18036000	12542066.6666667	13293000	3.31341639382667	0.00260051222631148
2183.0899	"Q9CVB6"	"Actin-related protein 2/3 complex subunit 2"	"Arpc2"	0	6436800	6305700	4247500	6305700	1.86198737566249	0.0939442317921566
1415.6966	"Q99JI6"	"Ras-related protein Rap-1b"	"Rap1b"	33088000	22831000	13999000	23306000	22831000	1.53868012001555	0.143570280882498
1590.7454	"Q9JM76"	"Actin-related protein 2/3 complex subunit 3"	"Arpc3"	43738000	22896000	30230000	32288000	30230000	2.15787142838342	0.0412634072230754
2120.0314	"Q68FD5"	"Clathrin heavy chain 1"	"Cltc"	239120000	20259000	6772800	88717266.6666667	20259000	1.84266801833397	0.150718287984737
1351.5714	"P16546"	"Spectrin alpha chain, non-erythrocytic 1"	"Sptan1"	5212500	8973000	9093000	7759500	8973000	3.11347222582454	0.00361109286847916
1097.5353	"P59242"	"Cingulin"	"Cgn"	27816000	12800000	50179000	30265000	27816000	5.81249876796275	8.41188747348408e-07
3117.4026	"O35658"	"Complement component 1 Q subcomponent-binding protein, mitochondrial"	"C1qbp"	71905000	6169300	19901000	32658433.3333333	19901000	2.49401595393293	0.0444238170755785
1236.7078	"Q06770"	"Corticosteroid-binding globulin"	"Serpina6"	12029000	101070000	152680000	88593000	101070000	3.93762856598139	0.000544501404809835
1186.6194	"Q63810"	"Calcineurin subunit B type 1"	"Ppp3r1"	455760	4244100	7499000	4066286.66666667	4244100	1.87501272175662	0.0881843932843377
820.39266	"Q9CWJ9"	"Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase"	"Atic"	0	2373700	11692000	4688566.66666667	2373700	2.14035911863328	0.0541288741046232
1003.5087	"Q7TNG5"	"Echinoderm microtubule-associated protein-like 2"	"Eml2"	2976800	3436600	3892600	3435333.33333333	3436600	2.33264129711536	0.0256214989192264
859.43995	"Q68FL6"	"Methionine--tRNA ligase, cytoplasmic"	"Mars"	5799600	4058600	6285400	5381200	5799600	1.98552203050249	0.0651078452376933
2185.9011	"P01027"	"Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2"	"C3"	9432100	13386000	6861100	9893066.66666667	9432100	3.66596518121837	0.00104430087310227
1342.6405	"O88947"	"Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain"	"F10"	0	7242500	7480600	4907700	7242500	2.60214554923051	0.0176967351022625
1416.6456	"Q00612"	"Glucose-6-phosphate 1-dehydrogenase X"	"G6pdx"	0	10953000	18319000	9757333.33333333	10953000	1.64585029129222	0.166702876342866
1657.9304	"Q9D0S9"	"Histidine triad nucleotide-binding protein 2, mitochondrial"	"Hint2"	14905000	8792900	19075000	14257633.3333333	14905000	1.52210697673051	0.142034097195532
2359.1503	"O08638"	"Myosin-11"	"Myh11"	21252000	32042000	18016000	23770000	21252000	1.77014931962882	0.0931390791264533
1783.8377	"Q8BTM8"	"Filamin-A"	"Flna"	3551800	13462000	22996000	13336600	13462000	2.8390294015531	0.00883995986276901
1458.6991	"Q62261"	"Spectrin beta chain, non-erythrocytic 1"	"Sptbn1"	7890600	1004500	6058500	4984533.33333333	6058500	2.10318796924253	0.0606286736000208
1848.8629	"Q9DB29"	"Isoamyl acetate-hydrolyzing esterase 1 homolog"	"Iah1"	21394000	8687300	17513000	15864766.6666667	17513000	3.41335777669217	0.00172509531696689
1328.6395	"Q9D1A2"	"Cytosolic non-specific dipeptidase"	"Cndp2"	57322000	19781000	50496000	42533000	50496000	2.70447389659509	0.0125260656090349
829.46979	"Q6DVA0"	"LEM domain-containing protein 2"	"Lemd2"	0	1078200	1525900	868033.333333333	1078200	1.5287413455805	0.140223096307202
1281.6929	"P51569"	"Alpha-galactosidase A"	"Gla"	6918200	2129200	5391000	4812800	5391000	2.60517247791847	0.0148694141847682
944.51786	"P24369"	"Peptidyl-prolyl cis-trans isomerase B"	"Ppib"	55261000	48433000	70972000	58222000	55261000	2.99211282945235	0.00874017297116389
1108.5652	"O08759"	"Ubiquitin-protein ligase E3A"	"Ube3a"	4090400	1472800	5798200	3787133.33333333	4090400	2.37398394100749	0.0297749964693552
1444.7463	"Q91YI0"	"Argininosuccinate lyase"	"Asl"	6858700	6042100	9805200	7568666.66666667	6858700	1.58416330618347	0.125970100971187
841.50215	"P56695"	"Wolframin"	"Wfs1"	21187000	43362000	56390000	40313000	43362000	4.12285068377118	0.000280991419665885
1370.7154	"Q8VDD5"	"Myosin-9"	"Myh9"	35845000	12992000	4703600	17846866.6666667	12992000	2.12546328699282	0.0491963729519476
1115.626	"P01867"	"Ig gamma-2B chain C region"	"Igh-3"	34081000	54038000	21013000	36377333.3333333	34081000	4.80733842171319	2.52054310198608e-05
1294.6881	"O35678"	"Monoglyceride lipase"	"Mgll"	4506300	1478000	3142100	3042133.33333333	3142100	1.92580391044186	0.0718106428594397
1099.6489	"P01868"	"Ig gamma-1 chain C region secreted form;Ig gamma-1 chain C region, membrane-bound form"	"Ighg1"	126980000	167960000	146230000	147056666.666667	146230000	3.42407943986125	0.00142065565707488
1133.5465	"Q9CZX8"	"40S ribosomal protein S19"	"Rps19"	46652000	20139000	46801000	37864000	46652000	2.04706020451947	0.0748209401443771
1639.857	"Q64133"	"Amine oxidase [flavin-containing] A"	"Maoa"	19827000	9551100	13625000	14334366.6666667	13625000	3.48000341824663	0.00127064737293238
2862.5154	"P42703"	"Leukemia inhibitory factor receptor"	"Lifr"	0	10967000	11348000	7438333.33333333	10967000	3.17656358971046	0.00632371600654179
1782.8934	"Q62261"	"Spectrin beta chain, non-erythrocytic 1"	"Sptbn1"	9068300	10069000	12187000	10441433.3333333	10069000	2.24069429209655	0.032818177329076
2266.2321	"P97371"	"Proteasome activator complex subunit 1"	"Psme1"	47324000	14221000	18223000	26589333.3333333	18223000	1.65889147688483	0.125896365169613
1172.6037	"P16546"	"Spectrin alpha chain, non-erythrocytic 1"	"Sptan1"	8717600	11100000	17841000	12552866.6666667	11100000	1.90528748483338	0.0684950175198941
1522.6801	"O55131"	"Septin-7"	"Sept7"	33846000	18310000	38716000	30290666.6666667	33846000	3.33828581201952	0.0040796690467481
953.43419	"Q91V41"	"Ras-related protein Rab-14"	"Rab14"	17677000	8792200	16133000	14200733.3333333	16133000	1.59637905352276	0.134198826890942
1040.5138	"Q921X9"	"Protein disulfide-isomerase A5"	"Pdia5"	13334000	6545200	11255000	10378066.6666667	11255000	2.2590879634302	0.0366393194583504
1576.811	"Q8BGH2"	"Sorting and assembly machinery component 50 homolog"	"Samm50"	23779000	58476000	8506900	30253966.6666667	23779000	1.66892509340836	0.122061025829191
1125.5567	"Q8K299"	"Scavenger receptor class A member 5"	"Scara5"	0	3013700	2881500	1965066.66666667	2881500	1.75981516714777	0.0935160389607168
1886.8435	"O35887"	"Calumenin"	"Calu"	49999000	39393000	46738000	45376666.6666667	46738000	1.50481806295988	0.14716443545378
2081.1409	"Q9Z0M5"	"Lysosomal acid lipase/cholesteryl ester hydrolase"	"Lipa"	68414000	15072000	20191000	34559000	20191000	4.78058002892937	3.70316454079575e-05
1098.571	"Q61598"	"Rab GDP dissociation inhibitor alpha;Rab GDP dissociation inhibitor beta"	"Gdi1;Gdi2"	8384000	6134600	9689000	8069200	8384000	1.50079575162008	0.156031895555446
1823.838	"Q9DBR7"	"Protein phosphatase 1 regulatory subunit 12A"	"Ppp1r12a"	0	2139000	2136100	1425033.33333333	2136100	1.76974225071257	0.0874088249564341
1254.598	"P57780"	"Alpha-actinin-4"	"Actn4"	5796900	11231000	15315000	10780966.6666667	11231000	3.44455519424185	0.00144075443538741
1268.6136	"Q7TPR4"	"Alpha-actinin-1"	"Actn1"	14653000	22656000	16450000	17919666.6666667	16450000	2.61077580619545	0.0130318957539161
858.3508	"Q00PI9"	"Heterogeneous nuclear ribonucleoprotein U-like protein 2"	"Hnrnpul2"	3557200	1446400	4824800	3276133.33333333	3557200	2.12791223135086	0.0426970511006616
1048.4502	"P49312"	"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed"	"Hnrnpa1"	28050000	18762000	29064000	25292000	28050000	1.93367497631271	0.0648219049589062
1982.9989	"Q8BMD8"	"Calcium-binding mitochondrial carrier protein SCaMC-1"	"Slc25a24"	0	3915800	8938100	4284633.33333333	3915800	2.44648537246985	0.0231004106009417
859.42284	"Q64433"	"10 kDa heat shock protein, mitochondrial"	"Hspe1"	164420000	110260000	238840000	171173333.333333	164420000	2.22564329363277	0.034712956902262
1337.6364	"Q9CZU6"	"Citrate synthase, mitochondrial"	"Cs"	8912900	6433600	13960000	9768833.33333333	8912900	2.14845648822029	0.0451208886253601
3269.5265	"P42669"	"Transcriptional activator protein Pur-alpha"	"Pura"	0	7630900	2773500	3468133.33333333	2773500	1.51278206466391	0.165890677925604
937.45051	"Q64727"	"Vinculin"	"Vcl"	13372000	14563000	24186000	17373666.6666667	14563000	1.66871587802181	0.111657497549217
1418.7558	"Q8BH61"	"Coagulation factor XIII A chain"	"F13a1"	14295000	21295000	24747000	20112333.3333333	21295000	2.32342030234076	0.0261687803523532
1622.7577	"O35639"	"Annexin A3"	"Anxa3"	17261000	11801000	19449000	16170333.3333333	17261000	2.88428247427075	0.00717027332716292
1750.8526	"O35639"	"Annexin A3"	"Anxa3"	17806000	9080300	3362800	10083033.3333333	9080300	1.82105390865148	0.0855529813027475
1112.4815	"Q61830"	"Macrophage mannose receptor 1"	"Mrc1"	10776000	6733100	10763000	9424033.33333333	10763000	1.85683913414939	0.076884967793325
951.46616	"O88342"	"WD repeat-containing protein 1"	"Wdr1"	16955000	14842000	21566000	17787666.6666667	16955000	2.30156716801267	0.028214354595309
1255.5391	"P11352"	"Glutathione peroxidase 1"	"Gpx1"	17233000	13584000	19020000	16612333.3333333	17233000	2.44382870511087	0.0205465098187494
1937.9371	"O89017"	"Legumain"	"Lgmn"	165530000	38900000	94719000	99716333.3333333	94719000	3.06722415307423	0.0059088794141276
4097.9818	"Q00623"	"Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I"	"Apoa1"	0	72940000	37164000	36701333.3333333	37164000	1.65197121851806	0.170645627740097
1120.5513	"Q9QXY9"	"Peroxisomal biogenesis factor 3"	"Pex3"	3558100	2841600	3218100	3205933.33333333	3218100	2.25030207229205	0.0420060008444206
1436.7048	"P26039"	"Talin-1"	"Tln1"	27252000	20800000	37003000	28351666.6666667	27252000	2.40705824737906	0.024934391439319
1118.5819	"P48678"	"Prelamin-A/C;Lamin-A/C"	"Lmna"	29174000	25872000	34097000	29714333.3333333	29174000	2.61860624562752	0.0135789597160314
2284.1434	"P16546"	"Spectrin alpha chain, non-erythrocytic 1"	"Sptan1"	5035800	8753700	9157100	7648866.66666667	8753700	2.89641104592574	0.00667757981969026
1018.5117	"Q62261"	"Spectrin beta chain, non-erythrocytic 1"	"Sptbn1"	0	7879900	8642400	5507433.33333333	7879900	2.4095301340516	0.0259267914410139
1934.9109	"P26039"	"Talin-1"	"Tln1"	8786100	9001200	5632200	7806500	8786100	1.82759846685211	0.0788130790036042
1372.6735	"Q9R257"	"Heme-binding protein 1"	"Hebp1"	18759000	9935700	19577000	16090566.6666667	18759000	2.17251419814406	0.0383462635898567
1204.5208	"Q8VI64"	"Protein MGARP"	"Mgarp"	57374000	13763000	0	23712333.3333333	13763000	1.56886297361407	0.197378770511267
1654.7879	"P24270"	"Catalase"	"Cat"	0	15979000	29601000	15193333.3333333	15979000	1.90325605201961	0.109645497424375
1483.8035	"P11881"	"Inositol 1,4,5-trisphosphate receptor type 1"	"Itpr1"	0	1805600	2161400	1322333.33333333	1805600	1.5023402844443	0.144946600795248
1236.5557	"Q3THE2"	"Myosin regulatory light chain 12B;Myosin regulatory light polypeptide 9"	"Myl12b;Myl9"	34441000	40337000	51894000	42224000	40337000	1.82753032644301	0.0798891109507308
976.42502	"Q9D5V5"	"Cullin-5"	"Cul5"	3774100	1141900	2731600	2549200	2731600	2.45569675936022	0.0326609307814876
1319.6357	"P10639"	"Thioredoxin"	"Txn"	305690000	201600000	269960000	259083333.333333	269960000	2.59792644777546	0.0137705463933165
1024.4978	"Q60605"	"Myosin light polypeptide 6"	"Myl6"	51844000	53540000	77209000	60864333.3333333	53540000	3.44132130576263	0.00371371754158534
1425.7464	"Q8BTM8"	"Filamin-A"	"Flna"	10746000	19777000	5678800	12067266.6666667	10746000	2.25165956434674	0.0332796151860027
893.53345	"P57780"	"Alpha-actinin-4"	"Actn4"	12125000	12930000	20084000	15046333.3333333	12930000	2.67272027295257	0.0117549744295217
1588.8209	"P51150"	"Ras-related protein Rab-7a"	"Rab7a"	95004000	38892000	15984000	49960000	38892000	3.82173883864689	0.00160542277649566
1136.5462	"Q921M7"	"Protein FAM49B"	"Fam49b"	14794000	4506900	9438400	9579766.66666667	9438400	1.62750675781186	0.121023797969335
2365.2013	"P16546"	"Spectrin alpha chain, non-erythrocytic 1"	"Sptan1"	20084000	20656000	19145000	19961666.6666667	20084000	1.63567950129454	0.115742527687205
1261.586	"Q9WV55"	"Vesicle-associated membrane protein-associated protein A"	"Vapa"	38300000	40265000	36986000	38517000	38300000	1.70871636778456	0.109579389415035
978.46583	"O09131"	"Glutathione S-transferase omega-1"	"Gsto1"	0	3879400	7080900	3653433.33333333	3879400	2.09428187782161	0.0513976632009128
1497.9171	"Q8R1F1"	"Niban-like protein 1"	"Fam129b"	15804000	3120200	3751400	7558533.33333333	3751400	3.33100280658286	0.00235194033330834
934.41783	"P09405"	"Nucleolin"	"Ncl"	24726000	18186000	88374000	43762000	24726000	1.89569006869122	0.0755017119697508
958.476	"O88544"	"COP9 signalosome complex subunit 4"	"Cops4"	1697800	3963000	6349800	4003533.33333333	3963000	1.71047779650917	0.104269027735807
1487.7256	"P16546"	"Spectrin alpha chain, non-erythrocytic 1"	"Sptan1"	0	10754000	33035000	14596333.3333333	10754000	1.66089365252361	0.14725738701866
983.50361	"Q61656"	"Probable ATP-dependent RNA helicase DDX5"	"Ddx5"	17046000	5574700	21698000	14772900	17046000	1.64648553336915	0.129191443414004
1139.6186	"P20918"	"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B"	"Plg"	12095000	15068000	17451000	14871333.3333333	15068000	2.92849676133674	0.00622468751033799
2133.1007	"Q91VR5"	"ATP-dependent RNA helicase DDX1"	"Ddx1"	25951000	8820600	13649000	16140200	13649000	2.69168353449686	0.0212755484246868
1748.8621	"P50516"	"V-type proton ATPase catalytic subunit A"	"Atp6v1a"	5482800	5431400	0	3638066.66666667	5431400	1.84065276853951	0.0920399077881659
749.35555	"Q04857"	"Collagen alpha-1(VI) chain"	"Col6a1"	199930	7974300	0	2724743.33333333	199930	1.90170097549501	0.0962922889949435
937.4869	"Q3TEA8"	"Heterochromatin protein 1-binding protein 3"	"Hp1bp3"	5749100	4234000	14138000	8040366.66666667	5749100	2.29516677933903	0.0326747250879404
2114.9579	"Q99KN9"	"Clathrin interactor 1"	"Clint1"	6041700	2110400	3684800	3945633.33333333	3684800	1.64773265935162	0.128171224860844
908.46035	"Q8C5P7"	"Testis development-related protein"	"Tdrp"	2239500	1005600	1698100	1647733.33333333	1698100	2.57126797982761	0.0158212907694395
1224.5622	"Q8BTM8"	"Filamin-A"	"Flna"	0	19564000	4188400	7917466.66666667	4188400	1.61361793008713	0.147124465039045
786.44872	"P03958"	"Adenosine deaminase"	"Ada"	0	3826700	7279600	3702100	3826700	2.02186167468915	0.0715817450506846
977.48181	"P06728"	"Apolipoprotein A-IV"	"Apoa4"	27424000	55571000	70288000	51094333.3333333	55571000	1.88589014491834	0.0697055159038811
799.48035	"Q9D8E6"	"60S ribosomal protein L4"	"Rpl4"	26188000	14148000	24790000	21708666.6666667	24790000	2.37143709131677	0.0323161394478366
3359.6786	"Q61578"	"NADPH:adrenodoxin oxidoreductase, mitochondrial"	"Fdxr"	61824000	44526000	25850000	44066666.6666667	44526000	2.50943901275661	0.0213436723387794
792.40177	"Q9WUM3"	"Coronin-1B"	"Coro1b"	12169000	6985800	10077000	9743933.33333333	10077000	1.53552883173575	0.146097764027104
1552.6174	"P16546"	"Spectrin alpha chain, non-erythrocytic 1"	"Sptan1"	6035700	5657700	8611800	6768400	6035700	2.38441588096452	0.0248735459450202
1359.6089	"Q9DBG3"	"AP-2 complex subunit beta"	"Ap2b1"	7275500	11812000	20095000	13060833.3333333	11812000	1.52638794825811	0.145311512096252
2288.9929	"P08074"	"Carbonyl reductase [NADPH] 2"	"Cbr2"	4937700	4843000	8519200	6099966.66666667	4937700	2.39079453999233	0.0247003867583325
918.46583	"P51885"	"Lumican"	"Lum"	83968000	189580000	306140000	193229333.333333	189580000	5.22573349712941	2.61547747083259e-05
1238.5105	"Q8K0E8"	"Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain"	"Fgb"	11099000	12210000	21669000	14992666.6666667	12210000	2.86145745173025	0.00719229097594127
1186.5003	"P16045"	"Galectin-1"	"Lgals1"	27613000	13383000	57934000	32976666.6666667	27613000	3.58984763509813	0.00210124966432422
1092.5703	"P53395"	"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial"	"Dbt"	7015600	4087100	8190800	6431166.66666667	7015600	1.63664836586686	0.116631346846459
1762.8295	"Q68FD5"	"Clathrin heavy chain 1"	"Cltc"	17268000	8566900	28613000	18149300	17268000	1.78313458085196	0.102671321469782
887.46001	"P05214"	"Tubulin alpha-3 chain;Tubulin alpha-8 chain"	"Tuba3a;Tuba8"	128040000	36139000	94714000	86297666.6666667	94714000	1.5726727739289	0.202512656347238
1327.6442	"Q3THE2"	"Myosin regulatory light chain 12B;Myosin regulatory light polypeptide 9"	"Myl12b;Myl9"	26840000	37738000	27400000	30659333.3333333	27400000	2.19314530090554	0.0360550753184632
1130.5204	"P48678"	"Prelamin-A/C;Lamin-A/C"	"Lmna"	24362000	18498000	27658000	23506000	24362000	2.69884469060574	0.0109775378449684
