"Mass"	"Uniprot"	"ProteinNames"	"Symbol"	"Intensity.AROM_Rep1"	"Intensity.AROM_Rep2"	"Intensity.AROM_Rep3"	"Mean_arom"	"Median_arom"	"logFC"	"Pvalue_limma"
779.37013	"P26443"	"Glutamate dehydrogenase 1, mitochondrial;Coiled-coil domain-containing protein 182"	"Glud1;Ccdc182"	14163000	11473000	26921000	17519000	14163000	2.26703051894837	0.0319664118012629
1049.5029	"Q9CQI6"	"Coactosin-like protein"	"Cotl1"	62960000	43915000	82638000	63171000	62960000	3.37764826636153	0.00186413099466152
1598.7788	"P08226"	"Apolipoprotein E"	"Apoe"	27073000	19969000	22795000	23279000	22795000	4.37658402781274	0.000122324992004134
1424.6824	"Q08331"	"Calretinin"	"Calb2"	4792900	5930300	8233000	6318733.33333333	5930300	4.3290830920601	9.26716416051086e-05
893.44945	"Q9DCS9"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10"	"Ndufb10"	82769000	66307000	76363000	75146333.3333333	76363000	3.88633966094227	0.000900434865025174
1320.6231	"Q99PL5"	"Ribosome-binding protein 1"	"Rrbp1"	4196100	9014500	16756000	9988866.66666667	9014500	2.58908941639057	0.0155612995069376
1152.5887	"P09528"	"Ferritin heavy chain;Ferritin heavy chain, N-terminally processed"	"Fth1"	399980000	283730000	370840000	351516666.666667	370840000	4.06972033713042	0.000210881482894891
1903.0051	"Q9CQF9"	"Prenylcysteine oxidase"	"Pcyox1"	11321000	3277900	7524900	7374600	7524900	2.15090026594509	0.0491600885075764
2447.1639	"Q91X72"	"Hemopexin"	"Hpx"	0	4312800	12113000	5475266.66666667	4312800	2.36442664683953	0.032082611305326
926.55492	"Q05816"	"Fatty acid-binding protein, epidermal"	"Fabp5"	239400000	157930000	77976000	158435333.333333	157930000	3.4171588070573	0.0017064870337216
1360.6848	"P50608"	"Fibromodulin"	"Fmod"	6964400	27984000	53181000	29376466.6666667	27984000	2.63458035668939	0.0149907590798142
981.48796	"P28654"	"Decorin;Biglycan"	"Dcn;Bgn"	54627000	7400400	88288000	50105133.3333333	54627000	4.54322774651768	0.000121081197353738
854.42463	"Q3URD3"	"Sarcolemmal membrane-associated protein"	"Slmap"	6468800	4724500	7480000	6224433.33333333	6468800	2.96435825765088	0.00971262541500348
1274.6354	"P08113"	"Heat shock protein HSP 90-beta;Endoplasmin"	"Hsp90ab1;Hsp90b1"	491250000	288760000	441430000	407146666.666667	441430000	3.61214703540744	0.0139286139642516
1123.639	"Q8CIN4"	"Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34;Serine/threonine-protein kinase PAK 3"	"Pak2;Pak3"	6575700	7930800	17308000	10604833.3333333	7930800	2.32130699355058	0.0279219763684952
959.51753	"Q6ZWN5"	"40S ribosomal protein S9"	"Rps9"	25279000	13318000	20225000	19607333.3333333	20225000	2.29187667554115	0.0408761986091143
1034.5066	"Q3THE2"	"Myosin regulatory light chain 12B;Myosin regulatory light polypeptide 9"	"Myl12b;Myl9"	24478000	36688000	54250000	38472000	36688000	3.3781629606576	0.00265612868934254
1407.663	"Q8R3B1"	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1"	"Plcd1"	3899600	3614600	6552800	4689000	3899600	2.42529442617818	0.0224794219094905
1528.7192	"Q69ZN7"	"Myoferlin"	"Myof"	8016800	2758100	3237900	4670933.33333333	3237900	2.82211959881221	0.00822242824597529
1560.7242	"P57780"	"Alpha-actinin-4;Alpha-actinin-1"	"Actn4;Actn1"	10037000	7154400	8633600	8608333.33333333	8633600	2.60583460328276	0.0158764540174548
756.43815	"P07356"	"Annexin A2"	"Anxa2"	47796000	49351000	70754000	55967000	49351000	2.14994364430695	0.0401249265363947
3098.5376	"P31001"	"Desmin"	"Des"	10032000	11149000	1490200	7557066.66666667	10032000	2.15786520421982	0.0471383366681426
1679.756	"Q61599"	"Rho GDP-dissociation inhibitor 2"	"Arhgdib"	8262500	20925000	15620000	14935833.3333333	15620000	2.50166450801096	0.0172386709112522
1121.5717	"Q9CWK8"	"Sorting nexin-2"	"Snx2"	10134000	9211600	12045000	10463533.3333333	10134000	2.1236168963968	0.0414756657795534
974.49204	"P26040"	"Ezrin"	"Ezr"	6926800	6701300	12286000	8638033.33333333	6926800	2.9363536275556	0.00558442985307509
965.47058	"P20108"	"Thioredoxin-dependent peroxide reductase, mitochondrial"	"Prdx3"	32430000	30548000	62129000	41702333.3333333	32430000	3.05521532697308	0.00911975454720275
1183.6561	"Q64727"	"Vinculin"	"Vcl"	19469000	16244000	25207000	20306666.6666667	19469000	2.36168474796962	0.0331492627453569
989.48518	"O35381"	"Acidic leucine-rich nuclear phosphoprotein 32 family member A;Acidic leucine-rich nuclear phosphoprotein 32 family member B"	"Anp32a;Anp32b"	41251000	32712000	52464000	42142333.3333333	41251000	3.37027415713206	0.00371209667641521
1690.8638	"Q91VI7"	"Ribonuclease inhibitor"	"Rnh1"	12780000	32943000	55907000	33876666.6666667	32943000	2.19778006652508	0.0380689773554053
1242.6509	"Q6P069"	"Sorcin"	"Sri"	9844800	8286300	14006000	10712366.6666667	9844800	2.84989866026753	0.00747728205916793
1089.5125	"O89106"	"Bis(5-adenosyl)-triphosphatase"	"Fhit"	0	1661100	6433200	2698100	1661100	2.14054472370187	0.0486486285959242
1291.6118	"P17427"	"AP-2 complex subunit alpha-2"	"Ap2a2"	5718300	5203600	11134000	7351966.66666667	5718300	2.68413324532875	0.0130638461693239
763.31705	"P38647"	"Stress-70 protein, mitochondrial"	"Hspa9"	5617000	9378900	6632700	7209533.33333333	6632700	4.28497341911389	0.000148449501910915
2199.9743	"P20152"	"Vimentin"	"Vim"	272230000	150770000	151840000	191613333.333333	151840000	2.771684710671	0.00984578326100341
1469.6344	"O08638"	"Myosin-11"	"Myh11"	15761000	15675000	17713000	16383000	15761000	2.23149176421635	0.0358973596871329
1566.7058	"Q61147"	"Ceruloplasmin"	"Cp"	0	17450000	28024000	15158000	17450000	2.9445830420184	0.0101052575175914
1018.4794	"P62317"	"Small nuclear ribonucleoprotein Sm D2"	"Snrpd2"	33840000	8589800	20621000	21016933.3333333	20621000	2.84305560547073	0.0112601386462779
1086.5306	"O08638"	"Myosin-11"	"Myh11"	15388000	21240000	20012000	18880000	20012000	2.23682433028083	0.0349811864780153
1943.0252	"P54775"	"26S protease regulatory subunit 6B"	"Psmc4"	26715000	8716100	8913800	14781633.3333333	8913800	3.91498818615754	0.00142414761728838
2050.9443	"Q8K0E8"	"Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain"	"Fgb"	35479000	30844000	43178000	36500333.3333333	35479000	3.03203878166428	0.0044024124178962
1786.7534	"P06797"	"Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain"	"Ctsl"	35709000	11348000	20447000	22501333.3333333	20447000	2.50764714678656	0.0202670266888927
1162.6234	"Q8BTM8"	"Filamin-A"	"Flna"	6090900	17382000	17033000	13501966.6666667	17033000	2.9129734949579	0.00652098156632181
2345.0812	"Q62465"	"Synaptic vesicle membrane protein VAT-1 homolog"	"Vat1"	77564000	72339000	44654000	64852333.3333333	72339000	2.53734436968223	0.0168655962310848
2473.1761	"Q62465"	"Synaptic vesicle membrane protein VAT-1 homolog"	"Vat1"	61490000	45439000	59967000	55632000	59967000	2.8780319327453	0.00636300176734346
1290.6278	"Q07417"	"Short-chain specific acyl-CoA dehydrogenase, mitochondrial"	"Acads"	15457000	8073800	16544000	13358266.6666667	15457000	2.22143138602279	0.0414084996527388
1847.9418	"Q9JJU8"	"SH3 domain-binding glutamic acid-rich-like protein"	"Sh3bgrl"	7973600	24437000	39548000	23986200	24437000	2.27007772480357	0.0424356813371456
1900.889	"P07724"	"Serum albumin"	"Alb"	1762200000	3083800000	1.876e+09	2240666666.66667	1.876e+09	2.39733651386029	0.0220905380692898
877.41815	"P47962"	"60S ribosomal protein L5"	"Rpl5"	26400000	8812000	32520000	22577333.3333333	26400000	4.35483811878719	0.00119191748507053
1815.9228	"Q9EQ20"	"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"	"Aldh6a1"	22282000	5099700	24166000	17182566.6666667	22282000	3.25547936725349	0.00392112986434283
2026.9816	"P06728"	"Apolipoprotein A-IV"	"Apoa4"	53231000	88208000	132440000	91293000	88208000	2.67833944931734	0.0113749202422896
1525.73	"Q04857"	"Collagen alpha-1(VI) chain"	"Col6a1"	33130000	61912000	87221000	60754333.3333333	61912000	3.51783804204152	0.00172761832937573
1646.7723	"P00920"	"Carbonic anhydrase 2"	"Ca2"	18211000	25559000	22453000	22074333.3333333	22453000	2.13415840757365	0.0417711527446266
1020.4546	"P21619"	"Lamin-B2"	"Lmnb2"	3723400	2698000	7392800	4604733.33333333	3723400	2.26085582246228	0.0364913811905502
953.46068	"O35887"	"Calumenin"	"Calu"	15322000	22018000	30918000	22752666.6666667	22018000	3.24348318698945	0.00393119148723328
1286.6466	"P26262"	"Plasma kallikrein;Plasma kallikrein heavy chain;Plasma kallikrein light chain"	"Klkb1"	3691000	7825700	6742100	6086266.66666667	6742100	3.13829849938042	0.0034206170592189
914.45699	"Q99JI6"	"Ras-related protein Rap-1A;Ras-related protein Rap-1b"	"Rap1a;Rap1b"	29175000	16936000	87388000	44499666.6666667	29175000	2.22403326759841	0.0379196946014819
1120.5665	"P51881"	"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed"	"Slc25a5"	117130000	65541000	136660000	106443666.666667	117130000	2.07578634020021	0.0495233196141086
1232.5408	"Q8VDD5"	"Myosin-9"	"Myh9"	12999000	10161000	7905600	10355200	10161000	2.62964602401882	0.0136264073567738
1089.607	"Q61559"	"IgG receptor FcRn large subunit p51"	"Fcgrt"	7811600	5556400	10444000	7937333.33333333	7811600	3.58805508984128	0.000919266449858092
1327.6983	"A6H584"	"Collagen alpha-5(VI) chain"	"Col6a5"	5261800	64756000	37014000	35677266.6666667	37014000	4.15926077421038	0.000325261616740034
1267.5503	"P16546"	"Spectrin alpha chain, non-erythrocytic 1"	"Sptan1"	5633700	6071700	9144700	6950033.33333333	6071700	2.53889822781352	0.0166736625570347
1513.814	"Q9JKF1"	"Ras GTPase-activating-like protein IQGAP1"	"Iqgap1"	10454000	8643400	9605700	9567700	9605700	2.74715408652072	0.0109909650496634
970.51959	"Q8VCW8"	"Acyl-CoA synthetase family member 2, mitochondrial"	"Acsf2"	13391000	8527500	23240000	15052833.3333333	13391000	2.68080709417257	0.0120993959855593
920.42081	"P61620"	"Protein transport protein Sec61 subunit alpha isoform 1;Protein transport protein Sec61 subunit alpha isoform 2"	"Sec61a1;Sec61a2"	13525000	6291000	10139000	9985000	10139000	3.64043685692914	0.00261652470223634
1321.6262	"Q61292"	"Laminin subunit beta-2"	"Lamb2"	6851100	5711500	16511000	9691200	6851100	2.66682137446776	0.0170555496002344
916.49779	"P17047"	"Lysosome-associated membrane glycoprotein 2"	"Lamp2"	43078000	22464000	37922000	34488000	37922000	3.47153794637397	0.00201799036745766
1556.7947	"Q62261"	"Spectrin beta chain, non-erythrocytic 1"	"Sptbn1"	0	6412600	13171000	6527866.66666667	6412600	2.19771639703882	0.0460829341971679
1528.7344	"Q62261"	"Spectrin beta chain, non-erythrocytic 1"	"Sptbn1"	6565100	4602700	6543800	5903866.66666667	6543800	2.58798040759656	0.0165380753363821
1587.7464	"P10605"	"Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain"	"Ctsb"	181690000	56335000	149830000	129285000	149830000	4.26214760142192	0.000178109179196542
1194.5306	"Q62426"	"Cystatin-B"	"Cstb"	116820000	46141000	51418000	71459666.6666667	51418000	2.15377595160194	0.0427500263385712
833.3953	"P07724"	"Serum albumin"	"Alb"	50160000	20673000	96393000	55742000	50160000	3.40341225029979	0.00193224367025972
1232.5673	"P26041"	"Moesin"	"Msn"	21001000	16285000	22936000	20074000	21001000	3.50535173359347	0.00125701259926709
1514.6777	"Q8BH61"	"Coagulation factor XIII A chain"	"F13a1"	14405000	11908000	18247000	14853333.3333333	14405000	3.27632279451237	0.00270959760587893
1159.6449	"P14824"	"Annexin A6"	"Anxa6"	19269000	18643000	17085000	18332333.3333333	18643000	2.52256798699128	0.0166196914697724
873.48075	"P50247"	"Adenosylhomocysteinase"	"Ahcy"	10526000	13182000	3446200	9051400	10526000	2.45858593930391	0.0289999280864338
819.4338	"Q9CR98"	"Protein FAM136A"	"Fam136a"	4888700	4498300	13375000	7587333.33333333	4888700	3.13346704540725	0.00612997826004783
1316.6572	"P11276"	"Fibronectin;Anastellin"	"Fn1"	5635400	8076600	8659300	7457100	8076600	3.03255945011152	0.00433457620250909
1713.8057	"P97449"	"Aminopeptidase N"	"Anpep"	18219000	10129000	15495000	14614333.3333333	15495000	4.13389141848945	0.00023812258647522
1570.5882	"O89017"	"Legumain"	"Lgmn"	53463000	24024000	42422000	39969666.6666667	42422000	3.15002121713521	0.00357891207031635
1560.7995	"Q4U4S6"	"Xin actin-binding repeat-containing protein 2"	"Xirp2"	23591000	37061000	23423000	28025000	23591000	3.77360398605687	0.000844417913827235
1728.7512	"Q7TPR4"	"Alpha-actinin-1"	"Actn1"	10903000	14319000	13991000	13071000	13991000	3.35395816387968	0.00170299516381131
804.37662	"Q00623"	"Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I"	"Apoa1"	80370000	98657000	122660000	100562333.333333	98657000	4.93355764946588	0.000152325141721377
864.38651	"Q8CIE6"	"Coatomer subunit alpha;Xenin;Proxenin"	"Copa"	5245100	8999100	9855300	8033166.66666667	8999100	2.97189733140832	0.00826025971820455
1399.666	"Q61147"	"Ceruloplasmin"	"Cp"	26625000	61749000	85112000	57828666.6666667	61749000	3.67527598374671	0.000966523861755976
1147.5986	"Q8BTM8"	"Filamin-A"	"Flna"	14148000	8782800	15017000	12649266.6666667	14148000	2.96215279737121	0.00656176381373799
1136.4768	"Q9WUM4"	"Coronin-1C"	"Coro1c"	9291900	2108200	6914900	6105000	6914900	2.68695678916345	0.0159020293619546
1793.8683	"O88531"	"Palmitoyl-protein thioesterase 1"	"Ppt1"	191460000	127060000	161510000	160010000	161510000	4.34617468167415	0.00103978378970313
941.61612	"Q99KC8"	"von Willebrand factor A domain-containing protein 5A"	"Vwa5a"	9577600	9320600	8033700	8977300	9320600	2.69194467635556	0.0112609928135425
2597.251	"Q91ZX7"	"Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain"	"Lrp1"	7820500	4947800	3781200	5516500	4947800	2.369510923441	0.0259119687070737
1681.8523	"P20152"	"Vimentin"	"Vim"	327550000	165980000	394610000	296046666.666667	327550000	2.97529909558967	0.00617518391984159
1021.4676	"Q9DBR7"	"Protein phosphatase 1 regulatory subunit 12A"	"Ppp1r12a"	0	2109500	5e+06	2369833.33333333	2109500	2.1354408668512	0.0452612027467024
1612.9036	"P48036"	"Annexin A5"	"Anxa5"	0	14152000	24476000	12876000	14152000	2.54847558620875	0.0265352572496234
1214.5714	"P61620"	"Protein transport protein Sec61 subunit alpha isoform 1"	"Sec61a1"	17058000	8509400	13005000	12857466.6666667	13005000	2.51204123756314	0.022831519020129
1409.6423	"Q99PL5"	"Ribosome-binding protein 1"	"Rrbp1"	5862700	4148400	7927300	5979466.66666667	5862700	2.12000613642269	0.0471029852024149
1145.5968	"Q61702"	"Inter-alpha-trypsin inhibitor heavy chain H1"	"Itih1"	7491300	9442900	8781600	8571933.33333333	8781600	4.14350652826058	0.000154999810412479
1144.6088	"P26039"	"Talin-1;Talin-2"	"Tln1;Tln2"	16625000	14823000	20929000	17459000	16625000	2.4322773269728	0.0204970052342539
1300.5976	"Q9CYH2"	"Redox-regulatory protein FAM213A"	"Fam213a"	35408000	26586000	55409000	39134333.3333333	35408000	2.80316456783452	0.0147163810999496
1045.4564	"Q64727"	"Vinculin"	"Vcl"	6102100	5095200	15151000	8782766.66666667	6102100	2.15685416531012	0.0410106075619102
1921.888	"Q61263"	"Sterol O-acyltransferase 1"	"Soat1"	26385000	21274000	27205000	24954666.6666667	26385000	2.67389826045556	0.0123666420201072
1480.6769	"Q60710"	"Deoxynucleoside triphosphate triphosphohydrolase SAMHD1"	"Samhd1"	3941200	6430700	11101000	7157633.33333333	6430700	2.25524425300706	0.0328050306974112
934.48723	"P04117"	"Fatty acid-binding protein, adipocyte"	"Fabp4"	51006000	45999000	22955000	39986666.6666667	45999000	4.99075502750853	1.17267100519092e-05
1223.6047	"P03987"	"Ig gamma-3 chain C region"	""	26479000	32268000	13015000	23920666.6666667	26479000	4.12570746157694	0.000180293604447737
1356.7249	"O08638"	"Myosin-11"	"Myh11"	16340000	23862000	13970000	18057333.3333333	16340000	3.20036807942991	0.00329006227521197
842.48617	"Q64133"	"Amine oxidase [flavin-containing] A"	"Maoa"	11147000	5506900	10100000	8917966.66666667	10100000	4.07793257968676	0.000209533665032723
871.45118	"P08226"	"Apolipoprotein E"	"Apoe"	11394000	20541000	77301000	36412000	20541000	3.76453756788219	0.000710269771961245
959.40185	"Q8VDN2"	"Sodium/potassium-transporting ATPase subunit alpha-1"	"Atp1a1"	5730000	1858400	12920000	6836133.33333333	5730000	2.30638955897015	0.0387897424055946
1732.9321	"Q61207"	"Prosaposin"	"Psap"	80203000	12765000	13347000	35438333.3333333	13347000	2.62259558008402	0.0213093187839599
1321.6765	"Q08857"	"Platelet glycoprotein 4"	"Cd36"	23201000	13284000	14802000	17095666.6666667	14802000	2.82567656445507	0.00891277833393492
933.49198	"Q9CQI6"	"Coactosin-like protein"	"Cotl1"	56380000	43155000	97957000	65830666.6666667	56380000	3.05310339147214	0.00445631340479784
1659.7933	"P26041"	"Moesin"	"Msn"	10022000	9116900	4157600	7765500	9116900	2.84081017908348	0.00741757761594734
2130.9858	"P84096"	"Rho-related GTP-binding protein RhoG"	"Rhog"	10570000	9328000	9079200	9659066.66666667	9328000	2.19360914261823	0.0368550906690291
1697.8737	"P55096"	"ATP-binding cassette sub-family D member 3"	"Abcd3"	50846000	15059000	31761000	32555333.3333333	31761000	3.48034872635052	0.00228591889926965
1120.5764	"P20152"	"Vimentin;Alpha-internexin;Neurofilament medium polypeptide;Neurofilament light polypeptide;Neurofilament heavy polypeptide;Desmin"	"Vim;Ina;Nefm;Nefl;Nefh;Des"	239820000	174290000	354080000	256063333.333333	239820000	3.11847613038959	0.00374395543533955
2075.9436	"P08752"	"Guanine nucleotide-binding protein G(i) subunit alpha-2"	"Gnai2"	15649000	15792000	24448000	18629666.6666667	15792000	3.03379451628905	0.0053484345369804
2077.9229	"Q9DC51"	"Guanine nucleotide-binding protein G(k) subunit alpha"	"Gnai3"	8036000	3744500	4873200	5551233.33333333	4873200	2.18141510266915	0.0390149876157283
1502.5984	"Q8R0X7"	"Sphingosine-1-phosphate lyase 1"	"Sgpl1"	8483900	3739000	6424800	6215900	6424800	2.76432532070905	0.0112610503011455
1188.5047	"Q61147"	"Ceruloplasmin"	"Cp"	10372000	23110000	41312000	24931333.3333333	23110000	3.62494621691648	0.000920238133008875
1237.6343	"P01027"	"Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2"	"C3"	25325000	68238000	78820000	57461000	68238000	2.68195732321158	0.0116196527288328
1858.9465	"P21981"	"Protein-glutamine gamma-glutamyltransferase 2"	"Tgm2"	12089000	4871700	983850	5981516.66666667	4871700	2.31828211773899	0.037660256620958
828.35886	"Q8VEM8"	"Phosphate carrier protein, mitochondrial"	"Slc25a3"	24832000	12996000	26055000	21294333.3333333	24832000	2.83304643736521	0.0137218885816244
1827.8679	"O08529"	"Calpain-2 catalytic subunit"	"Capn2"	0	7563700	5435600	4333100	5435600	2.11836931429444	0.0491253157511823
1092.52	"P20152"	"Vimentin"	"Vim"	345510000	228870000	367510000	313963333.333333	345510000	2.73741765060701	0.0102065396064303
2065.0732	"P08074"	"Carbonyl reductase [NADPH] 2"	"Cbr2"	42957000	11851000	12920000	22576000	12920000	2.76329073946457	0.0151914847019221
1536.7672	"P57780"	"Alpha-actinin-4;Alpha-actinin-3;Alpha-actinin-1"	"Actn4;Actn3;Actn1"	29127000	40260000	32698000	34028333.3333333	32698000	2.25497320703307	0.0308347933615415
822.40581	"O55222"	"Integrin-linked protein kinase"	"Ilk"	3767600	4717800	9218800	5901400	4717800	2.14877670285987	0.0408102955220433
1803.9519	"Q9CQI6"	"Coactosin-like protein"	"Cotl1"	274960000	51587000	32655000	119734000	51587000	2.26621102353479	0.0476089170153095
967.40693	"Q99LR1"	"Monoacylglycerol lipase ABHD12"	"Abhd12"	4719000	1918000	6093600	4243533.33333333	4719000	2.45492175174547	0.0247637460731521
869.42832	"P20152"	"Vimentin"	"Vim"	215400000	164100000	304520000	228006666.666667	215400000	4.50475973995189	0.000341334943958273
1599.8086	"Q8VCT4"	"Carboxylesterase 1C;Carboxylesterase 1D"	"Ces1c;Ces1d"	154730000	257290000	322540000	244853333.333333	257290000	4.87927313973946	6.31110110551762e-05
1694.7399	"Q99K48"	"Non-POU domain-containing octamer-binding protein"	"Nono"	19767000	13198000	20466000	17810333.3333333	19767000	2.18586034616792	0.0392895674766617
835.44397	"P54071"	"Isocitrate dehydrogenase [NADP], mitochondrial"	"Idh2"	8967700	8805400	16287000	11353366.6666667	8967700	2.23610735976755	0.0321682353279277
1554.7063	"P31001"	"Desmin"	"Des"	15668000	19466000	22576000	19236666.6666667	19466000	3.57916526084244	0.000945057075401699
951.5178	"P37040"	"NADPH--cytochrome P450 reductase"	"Por"	9384100	4600100	12356000	8780066.66666667	9384100	2.74887515390825	0.0118729674836579
860.3891	"P50516"	"V-type proton ATPase catalytic subunit A"	"Atp6v1a"	19399000	7573800	1.9e+07	15324266.6666667	1.9e+07	2.07573639510052	0.048998385440191
888.413	"Q9DBD0"	"Inhibitor of carbonic anhydrase"	"Ica"	0	11189000	10098000	7095666.66666667	10098000	2.63238735408065	0.0179743910538789
1124.5284	"Q05793"	"Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide"	"Hspg2"	7675500	7223600	9214700	8037933.33333333	7675500	2.99585501898469	0.00509707659536209
897.45962	"Q9EQ06"	"Estradiol 17-beta-dehydrogenase 11"	"Hsd17b11"	0	13585000	26778000	13454333.3333333	13585000	2.71068973807778	0.0162314236373829
1780.7403	"Q921I1"	"Serotransferrin"	"Tf"	14863000	16348000	30776000	20662333.3333333	16348000	3.29370267648463	0.00210213935928028
1010.4305	"Q05816"	"Fatty acid-binding protein, epidermal"	"Fabp5"	163600000	70803000	140310000	124904333.333333	140310000	4.31353675279686	0.000106545735103668
1138.5255	"Q05816"	"Fatty acid-binding protein, epidermal"	"Fabp5"	192940000	19812000	34059000	82270333.3333333	34059000	3.79895135432298	0.0011332748813663
3145.5729	"P18242"	"Cathepsin D"	"Ctsd"	1716900000	340650000	434620000	830723333.333333	434620000	6.40304511513257	7.70378615768694e-07
934.476	"Q61247"	"Alpha-2-antiplasmin"	"Serpinf2"	10756000	14865000	9723700	11781566.6666667	10756000	2.29201250167421	0.0276375848503163
1091.5499	"O08638"	"Myosin-9;Myosin-10;Myosin-11;Myosin-14"	"Myh9;Myh10;Myh11;Myh14"	4900700	3036900	7594400	5177333.33333333	4900700	2.72548838677197	0.0111041543615685
1049.4414	"P01899"	"H-2 class I histocompatibility antigen, L-D alpha chain;H-2 class I histocompatibility antigen, D-P alpha chain;H-2 class I histocompatibility antigen, D-B alpha chain;H-2 class I histocompatibility antigen, Q7 alpha chain;H-2 class I histocompatibility antigen, Q9 alpha chain;H-2 class I histocompatibility antigen, K-W28 alpha chain;H-2 class I histocompatibility antigen, K-Q alpha chain;H-2 class I histocompatibility antigen, K-K alpha chain;H-2 class I histocompatibility antigen, K-B alpha chain"	"H2-L;H2-D1;H2-Q7;H2-Q9;H2-K1"	12768000	5771400	13738000	10759133.3333333	12768000	3.26894794278959	0.00279751174311882
1564.6464	"Q9JKF1"	"Ras GTPase-activating-like protein IQGAP1"	"Iqgap1"	9522100	5665500	8883200	8023600	8883200	2.34357644226548	0.0281992467334552
1490.6686	"P03958"	"Adenosine deaminase"	"Ada"	4594600	4465600	7679400	5579866.66666667	4594600	2.26051709715604	0.0304641963582259
3937.0262	"P61161"	"Actin-related protein 2"	"Actr2"	0	10341000	39403000	16581333.3333333	10341000	2.22149279724849	0.0468104037586369
1196.6554	"P63017"	"Heat shock cognate 71 kDa protein"	"Hspa8"	45127000	33437000	74093000	50885666.6666667	45127000	2.53120264683368	0.0264167386101444
1650.7308	"Q62261"	"Spectrin beta chain, non-erythrocytic 1"	"Sptbn1"	9157400	7384800	9533900	8692033.33333333	9157400	2.1981443377964	0.0384086057885962
1176.6139	"F6ZDS4"	"Nucleoprotein TPR"	"Tpr"	0	2368100	3423500	1930533.33333333	2368100	2.39465207222652	0.0279059994899488
1404.6561	"Q62186"	"Translocon-associated protein subunit delta"	"Ssr4"	13451000	13179000	17547000	14725666.6666667	13451000	2.63223449446968	0.0132026368109193
1423.6673	"Q80YC5"	"Coagulation factor XII;Coagulation factor XIIa heavy chain;Coagulation factor XIIa light chain"	"F12"	4204100	13291000	12465000	9986700	12465000	2.84637884485628	0.00803214108659426
1861.8458	"P17426"	"AP-2 complex subunit alpha-1"	"Ap2a1"	9508900	7635600	16207000	11117166.6666667	9508900	2.50503755463564	0.0214222862461158
1877.8407	"P17427"	"AP-2 complex subunit alpha-2"	"Ap2a2"	11339000	8593200	14001000	11311066.6666667	11339000	2.16955609788011	0.0395785318484328
1055.544	"Q9CX80"	"Cytoglobin"	"Cygb"	0	11978000	18957000	10311666.6666667	11978000	2.68579373340144	0.0143348184682498
1376.5997	"P26039"	"Talin-1;Talin-2"	"Tln1;Tln2"	4147700	3908700	4861300	4305900	4147700	2.05104778359254	0.0499012182191403
1195.5543	"Q61696"	"Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B"	"Hspa1a;Hspa1b"	4852300	3274700	5227600	4451533.33333333	4852300	2.33062827478424	0.0327556242707444
999.6117	"O35206"	"Collagen alpha-1(XV) chain;Restin"	"Col15a1"	5533900	5734500	21122000	10796800	5734500	3.70059745961455	0.000842854517853017
1312.6564	"P08003"	"Protein disulfide-isomerase A4"	"Pdia4"	67818000	28302000	28962000	41694000	28962000	2.37885951432327	0.0495598127477382
1143.7016	"Q61263"	"Sterol O-acyltransferase 1"	"Soat1"	0	1873100	1651600	1174900	1651600	2.37439644907768	0.0241675269543074
895.51674	"Q9DCJ9"	"N-acetylneuraminate lyase"	"Npl"	24851000	23462000	23575000	23962666.6666667	23575000	2.95479492189357	0.00696367981401255
982.45824	"Q61830"	"Macrophage mannose receptor 1"	"Mrc1"	7031100	7006400	7738800	7258766.66666667	7031100	3.56384750499455	0.00109922338222999
1251.7075	"P01942"	"Hemoglobin subunit alpha"	"Hba"	278970000	510570000	147850000	312463333.333333	278970000	2.05887200166833	0.0499951910393848
1723.8417	"P10107"	"Annexin A1"	"Anxa1"	55879000	26820000	54856000	45851666.6666667	54856000	5.00435472913781	1.86858183449063e-05
1672.8533	"P31001"	"Desmin"	"Des"	12300000	10485000	4164000	8983000	10485000	2.9622286906636	0.00624306037224227
1504.7562	"Q60996"	"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform"	"Ppp2r5c"	6669900	2814500	14654000	8046133.33333333	6669900	2.67359064599544	0.0140274944988753
