"Mass"	"Uniprot"	"ProteinNames"	"Symbol"	"Intensity.WT_Rep1"	"Intensity.WT_Rep2"	"Intensity.WT_Rep3"	"Mean_wt"	"Median_wt"	"logFC"	"Pvalue_limma"
1628.8562	"P50580"	"Proliferation-associated protein 2G4"	"Pa2g4"	18661000	21041000	8737200	16146400	18661000	-1.86085501067714	0.112124256381079
2135.9438	"Q62318"	"Transcription intermediary factor 1-beta"	"Trim28"	24165000	18635000	8437500	17079166.6666667	18635000	-1.64651649941481	0.140316882117114
2965.3916	"Q8BKC5"	"Importin-5"	"Ipo5"	124410000	35175000	16269000	58618000	35175000	-2.07064819960914	0.0850329000844848
1860.904	"P07759"	"Serine protease inhibitor A3K;Serine protease inhibitor A3M"	"Serpina3k;Serpina3m"	98166000	52422000	90127000	80238333.3333333	90127000	-1.70684558474649	0.174400253312523
2402.1689	"O08807"	"Peroxiredoxin-4"	"Prdx4"	45162000	2863800	8216100	18747300	8216100	-1.5835367601695	0.188613766351341
1389.6776	"Q8R127"	"Saccharopine dehydrogenase-like oxidoreductase"	"Sccpdh"	18204000	15027000	7307700	13512900	15027000	-1.76882031232113	0.129543567197075
2847.2426	"Q8VIG3"	"Radial spoke head 1 homolog"	"Rsph1"	188640000	51888000	45304000	95277333.3333333	51888000	-3.06424892949183	0.0156403966198752
1691.8955	"Q64523"	"Histone H2A type 1-H;Histone H2A.J;Histone H2A type 1-K;Histone H2A type 1-F;Histone H2A type 3;Histone H2A type 2-C;Histone H2A type 2-A"	"Hist1h2ah;H2afj;Hist1h2ak;Hist1h2af;Hist3h2a;Hist2h2ac;Hist2h2aa1"	65326000	12258000	20423000	32669000	20423000	-2.29492748093493	0.0546328679613149
2254.9516	"P07901"	"Heat shock protein HSP 90-beta;Heat shock protein HSP 90-alpha"	"Hsp90ab1;Hsp90aa1"	2.36e+08	104490000	49265000	129918333.333333	104490000	-2.83326926258705	0.0385544143060054
2068.949	"Q9CQM9"	"Glutaredoxin-3"	"Glrx3"	41768000	43721000	14815000	33434666.6666667	41768000	-2.21653154995236	0.0476164686157864
3163.5105	"Q80YT5"	"Spermatogenesis-associated protein 20"	"Spata20"	37202000	14452000	6565200	19406400	14452000	-1.95017590937977	0.0833573593837023
2082.9382	"P35564"	"Calnexin"	"Canx"	86305000	34236000	4555900	41698966.6666667	34236000	-1.54873640720648	0.187640180631899
1329.7326	"P32037"	"Solute carrier family 2, facilitated glucose transporter member 3"	"Slc2a3"	22697000	19673000	5515000	15961666.6666667	19673000	-1.61790928098844	0.127610501641734
2278.1706	"Q9QY84"	"Actin-like protein 7A"	"Actl7a"	11984000	9984000	3898600	8622200	9984000	-1.72463364208867	0.109789526334411
1289.622	"Q9Z2I9"	"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial"	"Sucla2"	39463000	33013000	13718000	28731333.3333333	33013000	-2.06026842250346	0.0682380258826056
1967.0146	"Q8VC30"	"Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing)"	"Dak"	96448000	91875000	34108000	74143666.6666667	91875000	-1.98183348174066	0.0695174953500231
1409.6899	"Q9DAD6"	"Profilin-3"	"Pfn3"	2287600	6613200	2063600	3654800	2287600	-1.66541901620607	0.116129374543921
857.46068	"P16460"	"Argininosuccinate synthase"	"Ass1"	58122000	31293000	12965000	34126666.6666667	31293000	-1.95362172419483	0.0632369885197261
1486.7378	"O70250"	"Phosphoglycerate mutase 2"	"Pgam2"	30376000	50024000	22252000	34217333.3333333	30376000	-1.59410372047381	0.134998290918084
1973.9007	"P20029"	"78 kDa glucose-regulated protein"	"Hspa5"	508180000	296850000	103090000	302706666.666667	296850000	-2.51867531967331	0.0570734410629089
1201.6132	"Q9DAN1"	"Protein disulfide-isomerase-like protein of the testis"	"Pdilt"	31259000	22003000	8276600	20512866.6666667	22003000	-1.53177669297262	0.175163689922187
1651.759	"P27773"	"Protein disulfide-isomerase A3"	"Pdia3"	77063000	13691000	24090000	38281333.3333333	24090000	-2.07657186295159	0.0959707825550533
1750.8672	"Q8C2Q3"	"RNA-binding protein 14"	"Rbm14"	7824900	3553300	1744000	4374066.66666667	3553300	-1.59276432544396	0.134411896355651
1728.8909	"Q9QYJ0"	"DnaJ homolog subfamily A member 2"	"Dnaja2"	45101000	10769000	5145000	20338333.3333333	10769000	-1.53389339791726	0.194050134766174
2176.1198	"Q9R0Y5"	"Adenylate kinase isoenzyme 1"	"Ak1"	89419000	25689000	9289600	41465866.6666667	25689000	-1.90134004027834	0.122047609970438
1430.6725	"Q9D4D4"	"Transketolase-like protein 2"	"Tktl2"	23418000	8606300	3227300	11750533.3333333	8606300	-1.56867536994435	0.160984416719842
1131.6149	"Q9D1E6"	"Tubulin-folding cofactor B"	"Tbcb"	24519000	12819000	5141400	14159800	12819000	-1.88496219469886	0.0949259175913123
873.51713	"Q9D8S4"	"Oligoribonuclease, mitochondrial"	"Rexo2"	1574100	6901700	3646000	4040600	3646000	-1.54874025608164	0.153964197518436
3178.6274	"P70349"	"Histidine triad nucleotide-binding protein 1"	"Hint1"	51817000	46257000	66295000	54789666.6666667	51817000	-2.13133094235457	0.0656484182611674
1129.6495	"Q9R0Y5"	"Adenylate kinase isoenzyme 1"	"Ak1"	41501000	39427000	15960000	32296000	39427000	-1.82598069141128	0.107019195404177
2266.1263	"Q6A4J8"	"Ubiquitin carboxyl-terminal hydrolase 7"	"Usp7"	14115000	8274000	3727600	8705533.33333333	8274000	-2.00863800862298	0.0766887757297315
1100.535	"P46471"	"26S protease regulatory subunit 7"	"Psmc2"	14540000	9263700	0	7934566.66666667	9263700	-2.26454767124064	0.0493733583421075
928.53418	"Q9QY83"	"Actin-like protein 7B"	"Actl7b"	20613000	15733000	6212700	14186233.3333333	15733000	-1.8746767759633	0.109905855046023
2178.1606	"P11983"	"T-complex protein 1 subunit alpha"	"Tcp1"	62945000	30141000	12885000	35323666.6666667	30141000	-2.02534026932518	0.0909173572095931
1894.0023	"P42932"	"T-complex protein 1 subunit theta"	"Cct8"	14225000	4491700	2209500	6975400	4491700	-1.57352311162403	0.137438692749609
1848.9145	"Q8R0Y6"	"Cytosolic 10-formyltetrahydrofolate dehydrogenase"	"Aldh1l1"	15512000	13022000	4694500	11076166.6666667	13022000	-1.80296298609778	0.100732954098962
2683.2986	"P63087"	"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit"	"Ppp1ca;Ppp1cc"	121530000	23906000	11751000	52395666.6666667	23906000	-1.58729522100584	0.19122016783034
1377.6161	"Q9D9G2"	"Phosphatidylethanolamine-binding protein 4"	"Pebp4"	3647600	2265600	613630	2175610	2265600	-1.57674872328253	0.142761524963544
3810.0204	"Q99MD6"	"Thioredoxin reductase 3"	"Txnrd3"	76889000	22393000	19480000	39587333.3333333	22393000	-2.11791014536777	0.0662361850850338
1658.841	"P10649"	"Glutathione S-transferase Mu 1"	"Gstm1"	126230000	26916000	62437000	71861000	62437000	-2.47644341169057	0.0406842368318722
1672.8567	"P15626"	"Glutathione S-transferase Mu 2"	"Gstm2"	172690000	35340000	55263000	87764333.3333333	55263000	-1.92588111484689	0.11026301153783
1268.7228	"Q91ZT8"	"Ankyrin repeat and SOCS box protein 9"	"Asb9"	8521900	4839200	1369500	4910200	4839200	-1.91021018105566	0.0712181442008661
1290.6027	"Q9JJ78"	"Lymphokine-activated killer T-cell-originated protein kinase"	"Pbk"	16509000	7734200	3307900	9183700	7734200	-1.51351333816699	0.169190563079739
919.44332	"P80315"	"T-complex protein 1 subunit delta"	"Cct4"	20913000	7390900	3337500	10547133.3333333	7390900	-1.60346334016747	0.162343451317252
2234.1583	"P20029"	"78 kDa glucose-regulated protein"	"Hspa5"	11326000	4519000	4422800	6755933.33333333	4519000	-1.98423532432985	0.0652776639443906
2535.1707	"Q99MN1"	"Lysine--tRNA ligase"	"Kars"	15481000	8631500	0	8037500	8631500	-1.83778264596636	0.13650955490624
2578.1807	"P19536"	"Cytochrome c oxidase subunit 5B, mitochondrial"	"Cox5b"	81773000	22911000	8174700	37619566.6666667	22911000	-1.62400095391097	0.174518499624972
1677.9454	"Q60718"	"Disintegrin and metalloproteinase domain-containing protein 2"	"Adam2"	8292100	3458100	1850500	4533566.66666667	3458100	-1.58770993266471	0.131648205555718
2003.0939	"Q9JJN4"	"Succinyl-CoA:3-ketoacid coenzyme A transferase 2B, mitochondrial;Succinyl-CoA:3-ketoacid coenzyme A transferase 2A, mitochondrial"	"Oxct2b;Oxct2a"	108090000	32093000	11610000	50597666.6666667	32093000	-3.69168016632257	0.00410468567591197
2147.9721	"P30416"	"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed"	"Fkbp4"	9968900	10024000	4438100	8143666.66666667	9968900	-2.2093484677827	0.0479755380385434
1458.7314	"P32037"	"Solute carrier family 2, facilitated glucose transporter member 3"	"Slc2a3"	168130000	73803000	36025000	92652666.6666667	73803000	-1.62688823837377	0.139321103272058
2604.2667	"A3KGV1"	"Outer dense fiber protein 2"	"Odf2"	115180000	35375000	15671000	55408666.6666667	35375000	-2.80977879516325	0.0301901352674006
1996.9353	"Q61316"	"Heat shock 70 kDa protein 4"	"Hspa4"	28462000	21923000	11644000	20676333.3333333	21923000	-2.02969970181188	0.0981900635321425
2153.0237	"P80318"	"T-complex protein 1 subunit gamma"	"Cct3"	44805000	9325200	15731000	23287066.6666667	15731000	-2.23161329780109	0.0586215586145264
1478.675	"P10649"	"Glutathione S-transferase Mu 1"	"Gstm1"	24571000	4319300	27514000	18801433.3333333	24571000	-1.76396383828306	0.119752803823572
1591.7631	"P30681"	"High mobility group protein B2"	"Hmgb2"	40287000	16053000	12254000	22864666.6666667	16053000	-1.97836793293245	0.0805138279212374
1735.8127	"P80318"	"T-complex protein 1 subunit gamma"	"Cct3"	16562000	10863000	8665900	12030300	10863000	-1.69109503821804	0.118706722903796
1429.7817	"P15626"	"Glutathione S-transferase Mu 2"	"Gstm2"	79218000	8108400	22026000	36450800	22026000	-2.01396570361623	0.0868573958750297
1571.8155	"Q9D8N0"	"Elongation factor 1-gamma"	"Eef1g"	82667000	28693000	20383000	43914333.3333333	28693000	-1.8157499273206	0.121580965243641
944.49271	"P54227"	"Stathmin;Stathmin-4;Stathmin-2"	"Stmn1;Stmn4;Stmn2"	49951000	12506000	10173000	24210000	12506000	-1.5712180064163	0.179507007374034
785.42832	"P10126"	"Elongation factor 1-alpha 1"	"Eef1a1"	500830000	171650000	64779000	245753000	171650000	-2.24545459700262	0.102444607479843
2799.345	"Q8BP92"	"Reticulocalbin-2"	"Rcn2"	27356000	19561000	13505000	20140666.6666667	19561000	-1.72098507058817	0.135725823591155
2548.1605	"Q00896"	"Alpha-1-antitrypsin 1-1;Alpha-1-antitrypsin 1-3"	"Serpina1a;Serpina1c"	84260000	35295000	52728000	57427666.6666667	52728000	-1.53002259912731	0.221378800308397
1284.6925	"P52194"	"Calmegin"	"Clgn"	109310000	30139000	18253000	52567333.3333333	30139000	-2.7716766475251	0.0133144126264347
2151.067	"P48722"	"Heat shock 70 kDa protein 4L"	"Hspa4l"	20365000	5071400	4832400	10089600	5071400	-1.8362306461602	0.107390565980395
1448.7875	"Q62348"	"Translin"	"Tsn"	38820000	24370000	11168000	24786000	24370000	-1.53802163472648	0.184961575289394
1946.9949	"Q61584"	"Fragile X mental retardation syndrome-related protein 1"	"Fxr1"	40316000	6200800	4894000	17136933.3333333	6200800	-2.6645844234343	0.0186313761022394
2159.998	"P63242"	"Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-2"	"Eif5a;Eif5a2"	73311000	51613000	38360000	54428000	51613000	-1.89584697510376	0.111950051920557
2116.92	"Q99MD9"	"Nuclear autoantigenic sperm protein"	"Nasp"	15624000	3897700	5008900	8176866.66666667	5008900	-1.52156939115934	0.171973007205233
1891.8921	"Q9JMB7"	"Piwi-like protein 1"	"Piwil1"	16518000	9826300	2799600	9714633.33333333	9826300	-1.77088582470432	0.118373718180968
4089.9353	"Q61206"	"Platelet-activating factor acetylhydrolase IB subunit beta"	"Pafah1b2"	99603000	46048000	18930000	54860333.3333333	46048000	-1.85760889882622	0.12738693097227
2200.1277	"Q8BH35"	"Complement component C8 beta chain"	"C8b"	2336600	1311400	1442300	1696766.66666667	1442300	-1.93916648248311	0.0631988903799006
1584.7672	"Q8CIB6"	"Transmembrane protein 230"	"Tmem230"	6829100	4379100	1908900	4372366.66666667	4379100	-2.35623511991053	0.0315295620478718
869.53345	"P80314"	"T-complex protein 1 subunit beta"	"Cct2"	60740000	47447000	19740000	42642333.3333333	47447000	-2.65486780099809	0.0287355576678153
847.46597	"Q60662"	"A-kinase anchor protein 4"	"Akap4"	26455000	23631000	5427700	18504566.6666667	23631000	-1.91085596292657	0.08674034608372
2380.1845	"Q7TPM5"	"Uncharacterized protein C9orf9 homolog"	""	36087000	71570000	33809000	47155333.3333333	36087000	-2.17348238701633	0.0384419750383605
2799.4014	"P48774"	"Glutathione S-transferase Mu 5"	"Gstm5"	48486000	4567600	17490000	23514533.3333333	17490000	-3.03230170112604	0.00828201262708272
786.45995	"P34022"	"Ran-specific GTPase-activating protein"	"Ranbp1"	43768000	27176000	12926000	27956666.6666667	27176000	-2.41369085439855	0.0359222502134191
1370.7405	"Q03958"	"Prefoldin subunit 6"	"Pfdn6"	6633000	5693600	2755900	5027500	5693600	-2.23585800599807	0.0350153775249138
2440.1911	"Q8BG05"	"Heterogeneous nuclear ribonucleoprotein A3"	"Hnrnpa3"	272140000	142060000	86816000	167005333.333333	142060000	-2.40659452988254	0.0804796861570602
1637.7533	"O08716"	"Fatty acid-binding protein 9"	"Fabp9"	346020000	163720000	83122000	197620666.666667	163720000	-2.23858806437438	0.0601416405361793
1707.8005	"Q8VCT4"	"Carboxylesterase 1D;Carboxylesterase 1E"	"Ces1d;Ces1e"	4539600	2844700	1785400	3056566.66666667	2844700	-1.73548380484622	0.094221401116671
3609.8151	"P06151"	"L-lactate dehydrogenase A chain"	"Ldha"	47531000	20334000	12964000	26943000	20334000	-1.77149969117444	0.129593998445649
2147.0569	"Q9D1K7"	"UPF0687 protein C20orf27 homolog"	""	20177000	11003000	5140900	12106966.6666667	11003000	-1.64125323125825	0.133592932336087
1281.6929	"P29533"	"Vascular cell adhesion protein 1"	"Vcam1"	24277000	14898000	7188900	15454633.3333333	14898000	-2.2740943343199	0.032487940083777
1129.6091	"Q9Z2N8"	"Actin-like protein 6A"	"Actl6a"	29099000	6117500	3119400	12778633.3333333	6117500	-1.50391268577168	0.168501302455251
1475.7364	"P62259"	"14-3-3 protein epsilon"	"Ywhae"	220060000	219260000	103730000	181016666.666667	219260000	-2.23296656391592	0.0743755168698188
918.51747	"P49891"	"Estrogen sulfotransferase, testis isoform"	"Sult1e1"	33388000	21776000	8759500	21307833.3333333	21776000	-2.33114287360196	0.0271605693449112
1955.0663	"P80314"	"T-complex protein 1 subunit beta"	"Cct2"	39166000	24122000	15491000	26259666.6666667	24122000	-2.39773797623725	0.0642081590762841
1566.8228	"Q9ESG2"	"Ropporin-1"	"Ropn1"	64845000	44058000	12778000	40560333.3333333	44058000	-3.13426198047116	0.00801774618024147
1495.8722	"P11404"	"Fatty acid-binding protein, heart"	"Fabp3"	2978100	4379400	2253600	3203700	2978100	-1.58869258752596	0.127558626731665
898.476	"Q8BMF4"	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	"Dlat"	39687000	18458000	6213800	21452933.3333333	18458000	-1.8784645295298	0.0968526432246609
1160.5536	"Q9D379"	"Epoxide hydrolase 1"	"Ephx1"	66818000	26554000	11286000	34886000	26554000	-1.75059202075966	0.132910127808175
1146.5768	"P14211"	"Calreticulin"	"Calr"	27700000	22966000	19313000	23326333.3333333	22966000	-1.64998822954241	0.146729173457675
3148.5142	"Q99MD9"	"Nuclear autoantigenic sperm protein"	"Nasp"	33439000	38250000	15460000	29049666.6666667	33439000	-1.74667564229306	0.125513662424297
827.4865	"Q9D379"	"Epoxide hydrolase 1"	"Ephx1"	88638000	63325000	22193000	58052000	63325000	-1.69080360300262	0.151378668126252
1229.6616	"Q91ZT8"	"Ankyrin repeat and SOCS box protein 9"	"Asb9"	12108000	10229000	3461100	8599366.66666667	10229000	-2.20247591971209	0.0546465531587011
1877.9344	"P70168"	"Importin subunit beta-1"	"Kpnb1"	31056000	9192400	12926000	17724800	12926000	-1.71410990278377	0.131178684185181
1521.8555	"Q9CX34"	"Suppressor of G2 allele of SKP1 homolog"	"Sugt1"	30772000	22129000	7856800	20252600	22129000	-1.57822808003848	0.140089004449307
1085.6445	"Q3V132"	"ADP/ATP translocase 4;ADP/ATP translocase 4, N-terminally processed"	"Slc25a31"	29794000	17901000	8582000	18759000	17901000	-1.78357753764597	0.109435248030539
2590.252	"Q80YT5"	"Spermatogenesis-associated protein 20"	"Spata20"	16764000	2245200	3317100	7442100	3317100	-2.02748605468228	0.0649854176124719
1089.5859	"P49891"	"Estrogen sulfotransferase, testis isoform"	"Sult1e1"	18106000	8082200	3646300	9944833.33333333	8082200	-3.11532637426363	0.00422808598584662
1171.6812	"O88987"	"A-kinase anchor protein 3"	"Akap3"	23699000	17153000	6083400	15645133.3333333	17153000	-1.50510117543706	0.157779484277112
2226.011	"Q60662"	"A-kinase anchor protein 4"	"Akap4"	55938000	23229000	16861000	32009333.3333333	23229000	-1.83757333825872	0.0891528956848633
1639.8094	"O35326"	"Serine/arginine-rich splicing factor 5"	"Srsf5"	19082000	14987000	6230400	13433133.3333333	14987000	-1.96907854345528	0.0794191176475965
2373.0552	"P35487"	"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial"	"Pdha2"	21490000	13894000	6631400	14005133.3333333	13894000	-1.66133398449306	0.114714450864884
2655.2605	"O70252"	"Heme oxygenase 2"	"Hmox2"	53656000	33549000	15670000	34291666.6666667	33549000	-1.71936095419954	0.133329170811384
1274.6289	"Q8C0M9"	"Isoaspartyl peptidase/L-asparaginase;Isoaspartyl peptidase/L-asparaginase alpha chain;Isoaspartyl peptidase/L-asparaginase beta chain"	"Asrgl1"	38645000	33880000	14947000	29157333.3333333	33880000	-1.91091306093009	0.0879943742484131
2066.1524	"P00342"	"L-lactate dehydrogenase C chain"	"Ldhc"	249720000	51826000	41128000	114224666.666667	51826000	-3.20211559383057	0.0132075919059794
2493.1983	"P63024"	"Vesicle-associated membrane protein 3;Vesicle-associated membrane protein 2"	"Vamp3;Vamp2"	62572000	32908000	27917000	41132333.3333333	32908000	-2.63540237926425	0.014835557896369
2289.1965	"Q6A4J8"	"Ubiquitin carboxyl-terminal hydrolase 7"	"Usp7"	24399000	15191000	6192100	15260700	15191000	-1.6983610700464	0.137713515610844
2174.1695	"Q64514"	"Tripeptidyl-peptidase 2"	"Tpp2"	12727000	21118000	8309000	14051333.3333333	12727000	-1.56029729458257	0.15871631248056
800.46437	"Q8C633"	"Calcium-binding and spermatid-specific protein 1"	"Cabs1"	50422000	25405000	16334000	30720333.3333333	25405000	-2.21971851808496	0.0528343393683717
2153.0402	"Q99KB8"	"Hydroxyacylglutathione hydrolase, mitochondrial"	"Hagh"	109820000	23898000	13795000	49171000	23898000	-1.98186477087176	0.0982473078361238
1748.7794	"Q64467"	"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific"	"Gapdhs"	37301000	20451000	6297100	21349700	20451000	-1.51623929659504	0.168548434594479
887.54804	"Q9D424"	"Calcium-binding tyrosine phosphorylation-regulated protein"	"Cabyr"	20693000	18784000	6615100	15364033.3333333	18784000	-2.06665528405619	0.0679154672568518
2348.1318	"P32037"	"Solute carrier family 2, facilitated glucose transporter member 3"	"Slc2a3"	45985000	5433000	27923000	26447000	27923000	-1.54685063508107	0.156463836808936
1173.5778	"P42932"	"T-complex protein 1 subunit theta"	"Cct8"	91126000	22553000	13666000	42448333.3333333	22553000	-1.75928665314403	0.127325376134286
809.37417	"Q9D8N0"	"Elongation factor 1-gamma"	"Eef1g"	42771000	27856000	0	23542333.3333333	27856000	-2.08918883131985	0.0928419203678866
1020.4546	"O88987"	"A-kinase anchor protein 3"	"Akap3"	15023000	7497700	2661200	8393966.66666667	7497700	-1.58324253255011	0.147542225803777
1566.8076	"Q8BVN8"	"Axonemal dynein light intermediate polypeptide 1"	"Dnali1"	15653000	7906700	3371600	8977100	7906700	-2.13120700423324	0.0458650246192975
1222.5387	"Q99MD9"	"Nuclear autoantigenic sperm protein"	"Nasp"	43772000	37361000	9638800	30257266.6666667	37361000	-2.65003021804363	0.0228692989642373
2487.108	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	225690000	40121000	22505000	96105333.3333333	40121000	-6.19871649092254	3.99572631582703e-07
1853.8414	"Q80YT5"	"Spermatogenesis-associated protein 20"	"Spata20"	13301000	2431200	1772300	5834833.33333333	2431200	-2.31252974712529	0.0311151426924741
955.42219	"P16460"	"Argininosuccinate synthase"	"Ass1"	79798000	35127000	14095000	43006666.6666667	35127000	-1.70565713192139	0.106712538968628
2185.1605	"Q9JJN4"	"Succinyl-CoA:3-ketoacid coenzyme A transferase 2B, mitochondrial;Succinyl-CoA:3-ketoacid coenzyme A transferase 2A, mitochondrial"	"Oxct2b;Oxct2a"	47606000	32152000	11680000	30479333.3333333	32152000	-1.6985353513379	0.120196112493698
1345.6813	"P17156"	"Heat shock-related 70 kDa protein 2"	"Hspa2"	23568000	5038300	9492200	12699500	9492200	-1.73403791725276	0.122676236387307
1638.7528	"O08716"	"Fatty acid-binding protein 9"	"Fabp9"	110100000	73990000	43191000	75760333.3333333	73990000	-1.67882964405117	0.121147615623081
848.38507	"Q3TTP0"	"SHC SH2 domain-binding protein 1-like protein"	"Shcbp1l"	25023000	13123000	4770600	14305533.3333333	13123000	-2.07838345096168	0.0779241414946218
1807.8992	"Q6P902"	"Thioredoxin domain-containing protein 2"	"Txndc2"	15065000	12862000	5524200	11150400	12862000	-1.91591737356015	0.0747429728792975
1058.4417	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	98991000	49271000	16081000	54781000	49271000	-3.76063413469453	0.000676821810607901
860.46035	"P11404"	"Fatty acid-binding protein, heart"	"Fabp3"	98895000	79823000	37210000	71976000	79823000	-2.72119935438967	0.0255488120519225
1214.6441	"Q8C6E0"	"Cilia- and flagella-associated protein 36"	"Cfap36"	27901000	12544000	7965700	16136900	12544000	-1.79206360118704	0.121659734610873
3554.7199	"A7RDN6"	"Renalase"	"Rnls"	24509000	11077000	5213900	13599966.6666667	11077000	-1.65502419634637	0.142512480396711
3121.5253	"Q921F4"	"Heterogeneous nuclear ribonucleoprotein L-like"	"Hnrnpll"	37660000	6129700	3423000	15737566.6666667	6129700	-1.65633671077079	0.136657922268197
2091.0307	"O88987"	"A-kinase anchor protein 3"	"Akap3"	31908000	14064000	4057700	16676566.6666667	14064000	-2.04467853602817	0.0793978357934133
804.35484	"Q8VC30"	"Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing)"	"Dak"	40323000	18577000	6903400	21934466.6666667	18577000	-1.70534769217796	0.131357357473181
1921.9455	"P09041"	"Phosphoglycerate kinase 2"	"Pgk2"	34797000	30204000	12330000	25777000	30204000	-2.26180301776473	0.0497462319698177
1216.6088	"Q0P5Y3"	"Tubulin polymerization-promoting protein family member 2"	"Tppp2"	13948000	12901000	3812800	10220600	12901000	-1.72732946607814	0.116878033719326
832.4443	"P97447"	"Four and a half LIM domains protein 1"	"Fhl1"	26775000	15803000	7975700	16851233.3333333	15803000	-1.58952685447221	0.160511449492053
3403.6177	"Q8R127"	"Saccharopine dehydrogenase-like oxidoreductase"	"Sccpdh"	84531000	13456000	5007500	34331500	13456000	-1.82789576419144	0.12955628299233
1127.5935	"O55135"	"Eukaryotic translation initiation factor 6"	"Eif6"	23740000	12451000	4890500	13693833.3333333	12451000	-1.58311369799085	0.177302697681323
2453.171	"P11404"	"Fatty acid-binding protein, heart"	"Fabp3"	19655000	12913000	6683600	13083866.6666667	12913000	-1.63782711955384	0.121127820562333
1990.9973	"P23591"	"GDP-L-fucose synthase"	"Tsta3"	21010000	21073000	10450000	17511000	21010000	-1.64913170797556	0.137314773577819
1241.6364	"P63087"	"Serine/threonine-protein phosphatase PP1-gamma catalytic subunit"	"Ppp1cc"	39008000	35159000	11014000	28393666.6666667	35159000	-1.84477005414448	0.111463242514038
1623.8257	"Q9JMB7"	"Piwi-like protein 1"	"Piwil1"	37916000	19686000	9964500	22522166.6666667	19686000	-2.45134118991067	0.0289926474077944
1860.941	"O35490"	"Betaine--homocysteine S-methyltransferase 1"	"Bhmt"	153980000	32437000	15944000	67453666.6666667	32437000	-4.88540047058006	3.75567887922399e-05
1185.687	"P16460"	"Argininosuccinate synthase"	"Ass1"	115800000	35218000	14637000	55218333.3333333	35218000	-1.95409440269113	0.0687004949669247
937.46914	"Q61316"	"Heat shock 70 kDa protein 4"	"Hspa4"	20456000	5642900	3264500	9787800	5642900	-2.14248360765423	0.069387410247398
2414.1979	"P05213"	"Tubulin alpha-1B chain;Tubulin alpha-3 chain;Tubulin alpha-4A chain;Tubulin alpha-1A chain;Tubulin alpha-1C chain;Tubulin alpha-8 chain"	"Tuba1b;Tuba3a;Tuba4a;Tuba1a;Tuba1c;Tuba8"	49963000	2868500	9029900	20620466.6666667	9029900	-2.12679241256381	0.0774292670660601
1125.5852	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	130730000	61696000	28297000	73574333.3333333	61696000	-3.98369783341802	0.000340081530655649
2787.1615	"Q8R127"	"Saccharopine dehydrogenase-like oxidoreductase"	"Sccpdh"	35770000	16818000	7135300	19907766.6666667	16818000	-2.12659359960546	0.0723206628397165
946.4661	"P15626"	"Glutathione S-transferase Mu 2"	"Gstm2"	117730000	39185000	21143000	59352666.6666667	39185000	-3.48993549298728	0.00276337178268561
1059.5747	"Q9JLV5"	"Cullin-3"	"Cul3"	11540000	4102200	1366500	5669566.66666667	4102200	-1.97978182908749	0.0669840882532662
2785.3559	"P16627"	"Heat shock 70 kDa protein 1-like"	"Hspa1l"	22922000	6980500	2786700	10896400	6980500	-1.92669290644069	0.0865749248706893
2779.2937	"P17156"	"Heat shock-related 70 kDa protein 2"	"Hspa2"	75519000	46212000	26995000	49575333.3333333	46212000	-2.22564555606014	0.0540301608150621
2404.1192	"Q9JJN4"	"Succinyl-CoA:3-ketoacid coenzyme A transferase 2B, mitochondrial;Succinyl-CoA:3-ketoacid coenzyme A transferase 2A, mitochondrial"	"Oxct2b;Oxct2a"	35310000	10457000	3682900	16483300	10457000	-1.96658719376782	0.0830083733426756
802.41848	"Q62318"	"Transcription intermediary factor 1-beta"	"Trim28"	35443000	21125000	5859700	20809233.3333333	21125000	-2.56134209763987	0.0322252839222075
2190.0627	"Q3TTP0"	"SHC SH2 domain-binding protein 1-like protein"	"Shcbp1l"	75411000	31107000	14223000	40247000	31107000	-1.99499691126072	0.0811591846923606
2079.0008	"Q9WUL7"	"ADP-ribosylation factor-like protein 3"	"Arl3"	49933000	4802400	21666000	25467133.3333333	21666000	-1.87900387246186	0.101044100873591
2208.0739	"Q9R0Y5"	"Adenylate kinase isoenzyme 1"	"Ak1"	29394000	14821000	12822000	19012333.3333333	14821000	-2.06114682093087	0.0748920568388508
1748.7701	"P26350"	"Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha"	"Ptma"	5128400	0	884700	2004366.66666667	884700	-1.58521826362041	0.177483763671369
